level1	level2	level3	Name	gene_family
BRITE	metabolism	Amino acid related enzymes	alanine transaminase [EC:2.6.1.2]	K00814
Metabolism	Amino acid metabolism; Energy metabolism	Alanine, aspartate and glutamate metabolism; Arginine biosynthesis; Carbon fixation in photosynthetic organisms	alanine transaminase [EC:2.6.1.2]	K00814
BRITE	metabolism	Amino acid related enzymes	tyrosine aminotransferase [EC:2.6.1.5]	K00815
Metabolism	Amino acid metabolism; Biosynthesis of other secondary metabolites; Metabolism of cofactors and vitamins	Cysteine and methionine metabolism; Phenylalanine metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis; Tyrosine metabolism; Isoquinoline alkaloid biosynthesis; Novobiocin biosynthesis; Tropane, piperidine and pyridine alkaloid biosynthesis; Ubiquinone and other terpenoid-quinone biosynthesis	tyrosine aminotransferase [EC:2.6.1.5]	K00815
BRITE	metabolism	Amino acid related enzymes	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]	K00816
Metabolism	Amino acid metabolism; Metabolism of other amino acids	Cysteine and methionine metabolism; Tryptophan metabolism; Selenocompound metabolism	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]	K00816
BRITE	metabolism	Amino acid related enzymes	histidinol-phosphate aminotransferase [EC:2.6.1.9]	K00817
Metabolism	Amino acid metabolism; Biosynthesis of other secondary metabolites	Histidine metabolism; Phenylalanine metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis; Tyrosine metabolism; Novobiocin biosynthesis; Tropane, piperidine and pyridine alkaloid biosynthesis	histidinol-phosphate aminotransferase [EC:2.6.1.9]	K00817
BRITE	metabolism	Amino acid related enzymes	acetylornithine aminotransferase [EC:2.6.1.11]	K00818
Metabolism	Amino acid metabolism	Arginine biosynthesis	acetylornithine aminotransferase [EC:2.6.1.11]	K00818
BRITE	metabolism	Amino acid related enzymes	ornithine--oxo-acid transaminase [EC:2.6.1.13]	K00819
Metabolism	Amino acid metabolism	Arginine and proline metabolism	ornithine--oxo-acid transaminase [EC:2.6.1.13]	K00819
BRITE	metabolism	Peptidases and inhibitors	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	K00820
Human Diseases	Cardiovascular disease; Endocrine and metabolic disease	Diabetic cardiomyopathy; Insulin resistance	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	K00820
Metabolism	Amino acid metabolism; Carbohydrate metabolism	Alanine, aspartate and glutamate metabolism; Amino sugar and nucleotide sugar metabolism	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	K00820
BRITE	metabolism	Amino acid related enzymes	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	K00821
Metabolism	Amino acid metabolism	Arginine biosynthesis; Lysine biosynthesis	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	K00821
BRITE	metabolism	Amino acid related enzymes	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	K00822
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Metabolism of other amino acids	Valine, leucine and isoleucine degradation; Propanoate metabolism; beta-Alanine metabolism	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	K00822
BRITE	metabolism	Amino acid related enzymes	4-aminobutyrate aminotransferase [EC:2.6.1.19]	K00823
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Metabolism of other amino acids	Alanine, aspartate and glutamate metabolism; Butanoate metabolism; Propanoate metabolism; beta-Alanine metabolism	4-aminobutyrate aminotransferase [EC:2.6.1.19]	K00823
BRITE	metabolism	Amino acid related enzymes	D-alanine transaminase [EC:2.6.1.21]	K00824
Metabolism	Amino acid metabolism; Metabolism of other amino acids	Arginine and proline metabolism; Lysine degradation; Phenylalanine metabolism; D-Amino acid metabolism	D-alanine transaminase [EC:2.6.1.21]	K00824
BRITE	metabolism	Amino acid related enzymes	kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]	K00825
Metabolism	Amino acid metabolism	Lysine biosynthesis; Lysine degradation; Tryptophan metabolism	kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]	K00825
BRITE	metabolism	Amino acid related enzymes	branched-chain amino acid aminotransferase [EC:2.6.1.42]	K00826
Metabolism	Amino acid metabolism; Biosynthesis of other secondary metabolites; Metabolism of cofactors and vitamins	Cysteine and methionine metabolism; Valine, leucine and isoleucine biosynthesis; Valine, leucine and isoleucine degradation; Glucosinolate biosynthesis; Pantothenate and CoA biosynthesis	branched-chain amino acid aminotransferase [EC:2.6.1.42]	K00826
BRITE	metabolism	Amino acid related enzymes	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]	K00827
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism; Cysteine and methionine metabolism; Glycine, serine and threonine metabolism; Valine, leucine and isoleucine degradation	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]	K00827
BRITE	metabolism	Amino acid related enzymes	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	K00830
Cellular Processes	Transport and catabolism	Peroxisome	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	K00830
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Energy metabolism	Alanine, aspartate and glutamate metabolism; Glycine, serine and threonine metabolism; Glyoxylate and dicarboxylate metabolism; Methane metabolism	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	K00830
BRITE	metabolism	Amino acid related enzymes	phosphoserine aminotransferase [EC:2.6.1.52]	K00831
Metabolism	Amino acid metabolism; Energy metabolism; Metabolism of cofactors and vitamins	Cysteine and methionine metabolism; Glycine, serine and threonine metabolism; Methane metabolism; Vitamin B6 metabolism	phosphoserine aminotransferase [EC:2.6.1.52]	K00831
BRITE	metabolism	Amino acid related enzymes	aromatic-amino-acid transaminase [EC:2.6.1.57]	K00832
Metabolism	Amino acid metabolism; Biosynthesis of other secondary metabolites	Cysteine and methionine metabolism; Phenylalanine metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis; Tyrosine metabolism; Isoquinoline alkaloid biosynthesis; Novobiocin biosynthesis; Tropane, piperidine and pyridine alkaloid biosynthesis	aromatic-amino-acid transaminase [EC:2.6.1.57]	K00832
BRITE	metabolism	Amino acid related enzymes	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	K00833
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	K00833
BRITE	metabolism	Amino acid related enzymes	valine--pyruvate aminotransferase [EC:2.6.1.66]	K00835
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis	valine--pyruvate aminotransferase [EC:2.6.1.66]	K00835
BRITE	metabolism	Amino acid related enzymes	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	K00836
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	K00836
BRITE	metabolism	Amino acid related enzymes	(S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]	K00839
Metabolism	Nucleotide metabolism	Purine metabolism	(S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]	K00839
BRITE	metabolism	Amino acid related enzymes	succinylornithine aminotransferase [EC:2.6.1.81]	K00840
Metabolism	Amino acid metabolism	Arginine and proline metabolism	succinylornithine aminotransferase [EC:2.6.1.81]	K00840
BRITE	metabolism	Amino acid related enzymes	aminotransferase [EC:2.6.1.-]	K00841
Metabolism	Amino acid metabolism	Lysine biosynthesis	aminotransferase [EC:2.6.1.-]	K00841
Removed Ortholog	NA	NA	aminotransferase [EC:2.6.1.-]	K00842
BRITE	genetic information processing	Membrane trafficking	hexokinase [EC:2.7.1.1]	K00844
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	hexokinase [EC:2.7.1.1]	K00844
Human Diseases	Cancer: overview; Endocrine and metabolic disease; Infectious disease: bacterial	Central carbon metabolism in cancer; Type II diabetes mellitus; Shigellosis	hexokinase [EC:2.7.1.1]	K00844
Metabolism	Biosynthesis of other secondary metabolites; Carbohydrate metabolism	Neomycin, kanamycin and gentamicin biosynthesis; Streptomycin biosynthesis; Amino sugar and nucleotide sugar metabolism; Fructose and mannose metabolism; Galactose metabolism; Glycolysis / Gluconeogenesis; Starch and sucrose metabolism	hexokinase [EC:2.7.1.1]	K00844
Organismal Systems	Digestive system; Endocrine system	Carbohydrate digestion and absorption; Insulin signaling pathway	hexokinase [EC:2.7.1.1]	K00844
Metabolism	Biosynthesis of other secondary metabolites; Carbohydrate metabolism	Neomycin, kanamycin and gentamicin biosynthesis; Streptomycin biosynthesis; Amino sugar and nucleotide sugar metabolism; Galactose metabolism; Glycolysis / Gluconeogenesis; Starch and sucrose metabolism	glucokinase [EC:2.7.1.2]	K00845
BRITE	signaling and cellular processes	Exosome	ketohexokinase [EC:2.7.1.3]	K00846
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	ketohexokinase [EC:2.7.1.3]	K00846
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Fructose and mannose metabolism; Starch and sucrose metabolism	fructokinase [EC:2.7.1.4]	K00847
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism; Pentose and glucuronate interconversions	rhamnulokinase [EC:2.7.1.5]	K00848
BRITE	signaling and cellular processes	Exosome	galactokinase [EC:2.7.1.6]	K00849
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Galactose metabolism	galactokinase [EC:2.7.1.6]	K00849
BRITE	genetic information processing; metabolism	Messenger RNA biogenesis; Protein phosphatases and associated proteins	6-phosphofructokinase 1 [EC:2.7.1.11]	K00850
Environmental Information Processing	Signal transduction	AMPK signaling pathway; HIF-1 signaling pathway	6-phosphofructokinase 1 [EC:2.7.1.11]	K00850
Genetic Information Processing	Folding, sorting and degradation	RNA degradation	6-phosphofructokinase 1 [EC:2.7.1.11]	K00850
Human Diseases	Cancer: overview	Central carbon metabolism in cancer	6-phosphofructokinase 1 [EC:2.7.1.11]	K00850
Metabolism	Carbohydrate metabolism; Energy metabolism	Fructose and mannose metabolism; Galactose metabolism; Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Methane metabolism	6-phosphofructokinase 1 [EC:2.7.1.11]	K00850
Organismal Systems	Endocrine system	Glucagon signaling pathway; Thyroid hormone signaling pathway	6-phosphofructokinase 1 [EC:2.7.1.11]	K00850
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	gluconokinase [EC:2.7.1.12]	K00851
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	ribokinase [EC:2.7.1.15]	K00852
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	L-ribulokinase [EC:2.7.1.16]	K00853
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xylulokinase [EC:2.7.1.17]	K00854
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms	phosphoribulokinase [EC:2.7.1.19]	K00855
Metabolism	Nucleotide metabolism	Purine metabolism	adenosine kinase [EC:2.7.1.20]	K00856
Metabolism	Nucleotide metabolism; Xenobiotics biodegradation and metabolism	Pyrimidine metabolism; Drug metabolism - other enzymes	thymidine kinase [EC:2.7.1.21]	K00857
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	NAD+ kinase [EC:2.7.1.23]	K00858
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	dephospho-CoA kinase [EC:2.7.1.24]	K00859
Metabolism	Energy metabolism; Nucleotide metabolism	Sulfur metabolism; Purine metabolism	adenylylsulfate kinase [EC:2.7.1.25]	K00860
Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism	riboflavin kinase [EC:2.7.1.26]	K00861
Other	metabolism	Enzymes with EC numbers	erythritol kinase (D-erythritol 1-phosphate-forming) [EC:2.7.1.215]	K00862
Metabolism	Carbohydrate metabolism; Energy metabolism; Lipid metabolism	Fructose and mannose metabolism; Methane metabolism; Glycerolipid metabolism	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	K00863
Organismal Systems	Immune system	RIG-I-like receptor signaling pathway	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	K00863
BRITE	signaling and cellular processes	Exosome	glycerol kinase [EC:2.7.1.30]	K00864
Metabolism	Lipid metabolism	Glycerolipid metabolism	glycerol kinase [EC:2.7.1.30]	K00864
Organismal Systems	Endocrine system; Environmental adaptation	PPAR signaling pathway; Plant-pathogen interaction	glycerol kinase [EC:2.7.1.30]	K00864
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Lipid metabolism	Glycine, serine and threonine metabolism; Glyoxylate and dicarboxylate metabolism; Glycerolipid metabolism	glycerate 2-kinase [EC:2.7.1.165]	K00865
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	choline kinase [EC:2.7.1.32]	K00866
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	type I pantothenate kinase [EC:2.7.1.33]	K00867
Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism	pyridoxine kinase [EC:2.7.1.35]	K00868
Cellular Processes	Transport and catabolism	Peroxisome	mevalonate kinase [EC:2.7.1.36]	K00869
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	mevalonate kinase [EC:2.7.1.36]	K00869
Removed Ortholog	NA	NA	protein kinase [EC:2.7.1.37]	K00870
BRITE	metabolism	Protein kinases	phosphorylase kinase gamma subunit [EC:2.7.11.19]	K00871
Environmental Information Processing	Signal transduction	Calcium signaling pathway	phosphorylase kinase gamma subunit [EC:2.7.11.19]	K00871
Organismal Systems	Endocrine system	Glucagon signaling pathway; Insulin signaling pathway	phosphorylase kinase gamma subunit [EC:2.7.11.19]	K00871
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	homoserine kinase [EC:2.7.1.39]	K00872
BRITE	genetic information processing; signaling and cellular processes	Membrane trafficking; Exosome	pyruvate kinase [EC:2.7.1.40]	K00873
Human Diseases	Cancer: overview; Endocrine and metabolic disease; Infectious disease: viral	Central carbon metabolism in cancer; Viral carcinogenesis; Type II diabetes mellitus; Human papillomavirus infection	pyruvate kinase [EC:2.7.1.40]	K00873
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis; Pyruvate metabolism	pyruvate kinase [EC:2.7.1.40]	K00873
Organismal Systems	Endocrine system	Glucagon signaling pathway	pyruvate kinase [EC:2.7.1.40]	K00873
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	K00874
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	D-ribulokinase [EC:2.7.1.47]	K00875
Metabolism	Nucleotide metabolism; Xenobiotics biodegradation and metabolism	Pyrimidine metabolism; Drug metabolism - other enzymes	uridine kinase [EC:2.7.1.48]	K00876
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]	K00877
Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism; Thiamine metabolism	hydroxyethylthiazole kinase [EC:2.7.1.50]	K00878
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism; Pentose and glucuronate interconversions	L-fuculokinase [EC:2.7.1.51]	K00879
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism; Pentose and glucuronate interconversions	L-xylulokinase [EC:2.7.1.53]	K00880
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	allose kinase [EC:2.7.1.55]	K00881
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	1-phosphofructokinase [EC:2.7.1.56]	K00882
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	1-phosphofructokinase [EC:2.7.1.56]	K00882
Metabolism	Carbohydrate metabolism	Galactose metabolism	2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]	K00883
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	N-acetylglucosamine kinase [EC:2.7.1.59]	K00884
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	N-acylmannosamine kinase [EC:2.7.1.60]	K00885
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Glycolysis / Gluconeogenesis	polyphosphate glucokinase [EC:2.7.1.63]	K00886
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	undecaprenol kinase [EC:2.7.1.66]	K00887
BRITE	genetic information processing	Membrane trafficking	phosphatidylinositol 4-kinase A [EC:2.7.1.67]	K00888
Environmental Information Processing	Signal transduction	MAPK signaling pathway - yeast; Phosphatidylinositol signaling system	phosphatidylinositol 4-kinase A [EC:2.7.1.67]	K00888
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	phosphatidylinositol 4-kinase A [EC:2.7.1.67]	K00888
BRITE	genetic information processing	Membrane trafficking	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	K00889
Cellular Processes	Cell motility; Cellular community - eukaryotes; Transport and catabolism	Regulation of actin cytoskeleton; Focal adhesion; Endocytosis; Mitophagy - yeast	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	K00889
Environmental Information Processing	Signal transduction	MAPK signaling pathway - yeast; Phosphatidylinositol signaling system; Phospholipase D signaling pathway	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	K00889
Human Diseases	Cancer: overview; Infectious disease: bacterial	Choline metabolism in cancer; Yersinia infection	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	K00889
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	K00889
Organismal Systems	Immune system	Fc gamma R-mediated phagocytosis	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	K00889
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	shikimate kinase [EC:2.7.1.71]	K00891
Metabolism	Nucleotide metabolism	Purine metabolism	inosine kinase [EC:2.7.1.73]	K00892
Metabolism	Nucleotide metabolism	Purine metabolism; Pyrimidine metabolism	deoxycitidine/deoxyadenosine/deoxyguanosine kinase [EC:2.7.1.74 2.7.1.76 2.7.1.113]	K00893
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	ethanolamine kinase [EC:2.7.1.82]	K00894
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism; Glycolysis / Gluconeogenesis; Pentose phosphate pathway	diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	K00895
BRITE	signaling and cellular processes	Antimicrobial resistance genes	kanamycin kinase [EC:2.7.1.95]	K00897
BRITE	metabolism	Protein kinases	pyruvate dehydrogenase kinase 2/3/4 [EC:2.7.11.2]	K00898
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy	pyruvate dehydrogenase kinase 2/3/4 [EC:2.7.11.2]	K00898
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism	5-methylthioribose kinase [EC:2.7.1.100]	K00899
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	6-phosphofructo-2-kinase [EC:2.7.1.105]	K00900
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system; Phospholipase D signaling pathway	diacylglycerol kinase (ATP) [EC:2.7.1.107]	K00901
Human Diseases	Cancer: overview	Choline metabolism in cancer	diacylglycerol kinase (ATP) [EC:2.7.1.107]	K00901
Metabolism	Lipid metabolism	Glycerolipid metabolism; Glycerophospholipid metabolism	diacylglycerol kinase (ATP) [EC:2.7.1.107]	K00901
Organismal Systems	Development and regeneration	Axon regeneration	diacylglycerol kinase (ATP) [EC:2.7.1.107]	K00901
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	dolichol kinase [EC:2.7.1.108]	K00902
BRITE	metabolism; signaling and cellular processes	Protein kinases; Transporters	protein-tyrosine kinase [EC:2.7.10.3]	K00903
Metabolism	Nucleotide metabolism	Purine metabolism	deoxyguanosine kinase [EC:2.7.1.113]	K00904
BRITE	metabolism	Protein kinases	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC:2.7.11.4]	K00905
Other	metabolism	Enzymes with EC numbers	isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]	K00906
BRITE	metabolism	Protein kinases	myosin-light-chain kinase [EC:2.7.11.18]	K00907
Cellular Processes	Cell motility; Cellular community - eukaryotes	Regulation of actin cytoskeleton; Focal adhesion	myosin-light-chain kinase [EC:2.7.11.18]	K00907
Environmental Information Processing	Signal transduction	Apelin signaling pathway; Calcium signaling pathway; cGMP-PKG signaling pathway	myosin-light-chain kinase [EC:2.7.11.18]	K00907
Organismal Systems	Circulatory system; Digestive system; Endocrine system; Immune system	Vascular smooth muscle contraction; Gastric acid secretion; Oxytocin signaling pathway; Platelet activation	myosin-light-chain kinase [EC:2.7.11.18]	K00907
BRITE	metabolism; signaling and cellular processes	Protein kinases; Exosome	beta-adrenergic-receptor kinase [EC:2.7.11.15]	K00910
Cellular Processes	Transport and catabolism	Endocytosis	beta-adrenergic-receptor kinase [EC:2.7.11.15]	K00910
Environmental Information Processing	Signal transduction	Hedgehog signaling pathway	beta-adrenergic-receptor kinase [EC:2.7.11.15]	K00910
Human Diseases	Substance dependence	Morphine addiction	beta-adrenergic-receptor kinase [EC:2.7.11.15]	K00910
Organismal Systems	Immune system; Nervous system; Sensory system	Chemokine signaling pathway; Glutamatergic synapse; Olfactory transduction; Phototransduction - fly	beta-adrenergic-receptor kinase [EC:2.7.11.15]	K00910
Environmental Information Processing	Signal transduction	Calcium signaling pathway; Phosphatidylinositol signaling system	1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]	K00911
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]	K00911
BRITE	metabolism	Lipopolysaccharide biosynthesis proteins	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	K00912
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	K00912
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system	inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase [EC:2.7.1.159 2.7.1.134]	K00913
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase [EC:2.7.1.159 2.7.1.134]	K00913
BRITE	genetic information processing	Membrane trafficking	phosphatidylinositol 3-kinase [EC:2.7.1.137]	K00914
Cellular Processes	Transport and catabolism	Autophagy - animal; Autophagy - other; Autophagy - yeast; Phagosome	phosphatidylinositol 3-kinase [EC:2.7.1.137]	K00914
Environmental Information Processing	Signal transduction	Apelin signaling pathway; Phosphatidylinositol signaling system	phosphatidylinositol 3-kinase [EC:2.7.1.137]	K00914
Human Diseases	Infectious disease: bacterial; Infectious disease: viral; Neurodegenerative disease	Salmonella infection; Shigellosis; Tuberculosis; Kaposi sarcoma-associated herpesvirus infection; Alzheimer disease; Amyotrophic lateral sclerosis; Huntington disease; Pathways of neurodegeneration - multiple diseases; Spinocerebellar ataxia	phosphatidylinositol 3-kinase [EC:2.7.1.137]	K00914
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	phosphatidylinositol 3-kinase [EC:2.7.1.137]	K00914
Cellular Processes	Transport and catabolism	Autophagy - yeast	inositol-polyphosphate multikinase [EC:2.7.1.140 2.7.1.151]	K00915
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system	inositol-polyphosphate multikinase [EC:2.7.1.140 2.7.1.151]	K00915
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	inositol-polyphosphate multikinase [EC:2.7.1.140 2.7.1.151]	K00915
BRITE	genetic information processing; metabolism	Transcription machinery; Protein kinases	CTD kinase subunit alpha [EC:2.7.11.22 2.7.11.23]	K00916
Metabolism	Carbohydrate metabolism	Galactose metabolism	tagatose 6-phosphate kinase [EC:2.7.1.144]	K00917
Metabolism	Carbohydrate metabolism; Energy metabolism	Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Methane metabolism	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	K00918
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	K00919
Cellular Processes	Cell motility	Regulation of actin cytoskeleton	1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]	K00920
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system	1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]	K00920
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]	K00920
BRITE	genetic information processing	Membrane trafficking	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	K00921
Cellular Processes	Cell motility; Transport and catabolism	Regulation of actin cytoskeleton; Phagosome	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	K00921
Environmental Information Processing	Signal transduction	Phosphatidylinositol signaling system	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	K00921
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism	1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	K00921
BRITE	genetic information processing	Membrane trafficking	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]	K00922
Cellular Processes	Cell growth and death; Cell motility; Cellular community - eukaryotes; Transport and catabolism	Apoptosis; Cellular senescence; Regulation of actin cytoskeleton; Focal adhesion; Signaling pathways regulating pluripotency of stem cells; Autophagy - animal	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]	K00922
Environmental Information Processing	Signal transduction	AMPK signaling pathway; ErbB signaling pathway; FoxO signaling pathway; HIF-1 signaling pathway; JAK-STAT signaling pathway; PI3K-Akt signaling pathway; Phosphatidylinositol signaling system; Phospholipase D signaling pathway; Rap1 signaling pathway; Ras signaling pathway; Sphingolipid signaling pathway; TNF signaling pathway; VEGF signaling pathway; cAMP signaling pathway; mTOR signaling pathway	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha/beta/delta [EC:2.7.1.153]	K00922
