level1	level2	level3	Name	gene_family
Amino acid transport and metabolism	Arginine biosynthesis	NA	Argininosuccinate lyase	COG0165
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	COG0722
Amino acid transport and metabolism	NA	NA	Ethanolamine utilization protein EutQ, cupin superfamily (function unknown)	COG4766
Amino acid transport and metabolism	Methionine biosynthesis	NA	Homoserine O-succinyltransferase	COG1897
Amino acid transport and metabolism; Secondary metabolites biosynthesis, transport and catabolism	NA	NA	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	COG0145
Amino acid transport and metabolism	Asparagine biosynthesis	NA	Asparagine synthetase A	COG2502
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	Tryptophan synthase beta chain	COG0133
Amino acid transport and metabolism	NA	NA	Ethanolamine utilization protein EutT, cobalamin adenosyltransferase	COG4812
Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis	NA	Aspartate/methionine/tyrosine aminotransferase	COG0436
Amino acid transport and metabolism; Coenzyme transport and metabolism	Isoleucine, leucine, valine biosynthesis	NA	Ketol-acid reductoisomerase	COG0059
Amino acid transport and metabolism; Carbohydrate transport and metabolism	NA	NA	Putative aminopeptidase FrvX	COG1363
Amino acid transport and metabolism	NA	NA	Predicted histidine transporter YuiF, NhaC family	COG2056
Amino acid transport and metabolism; General function prediction only	NA	NA	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	COG3185
Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis	NA	Homoaconitase/3-isopropylmalate dehydratase large subunit	COG0065
Amino acid transport and metabolism	Glycine cleavage	NA	Glycine cleavage system protein T (aminomethyltransferase)	COG0404
Amino acid transport and metabolism	Glutamine biosynthesis	NA	Glutamate synthase domain 1	COG0067
Amino acid transport and metabolism	NA	NA	ABC-type transport system, periplasmic component	COG0747
Amino acid transport and metabolism	Glutamine biosynthesis	NA	Glutamate synthase domain 2	COG0069
Amino acid transport and metabolism	NA	NA	Branched-chain amino acid transport protein AzlD	COG1687
Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis	NA	Aspartate/aromatic aminotransferase	COG1448
Amino acid transport and metabolism	NA	NA	Ethanolamine transporter EutH, required for ethanolamine utilization at low pH	COG3192
Amino acid transport and metabolism	NA	NA	Glycine/D-amino acid oxidase (deaminating)	COG0665
Amino acid transport and metabolism	NA	NA	ABC-type branched-chain amino acid transport system, ATPase component LivG	COG0411
Amino acid transport and metabolism	NA	NA	Glutamate mutase epsilon subunit	COG4865
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	3-dehydroquinate synthetase	COG0337
Amino acid transport and metabolism	NA	NA	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain	COG2071
Amino acid transport and metabolism	NA	NA	Lysine export protein LysO/YbjE, DUF340 family	COG2431
Amino acid transport and metabolism	NA	NA	Branched-chain amino acid transport protein	COG4392
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	Prephenate dehydratase	COG0077
Amino acid transport and metabolism	NA	NA	L-cystine transporter TcyP, sodium:dicarboxylate symporter family	COG1823
Amino acid transport and metabolism	NA	NA	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage)	COG4359
Amino acid transport and metabolism	NA	NA	L-cysteine desulfidase YhaM	COG3681
Amino acid transport and metabolism	NA	NA	Spermidine synthase (polyamine aminopropyltransferase)	COG0421
Amino acid transport and metabolism	NA	NA	Serine transporter YbeC, amino acid:H+ symporter family	COG0531
Amino acid transport and metabolism	NA	NA	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)	COG2040
Amino acid transport and metabolism	NA	NA	Sarcosine oxidase gamma subunit	COG4583
Amino acid transport and metabolism	Cysteine biosynthesis	NA	Serine acetyltransferase	COG1045
Amino acid transport and metabolism	Histidine biosynthesis	NA	Phosphoribosyl-AMP cyclohydrolase	COG0139
Amino acid transport and metabolism; Coenzyme transport and metabolism	Serine biosynthesis	NA	Phosphoserine aminotransferase	COG1932
Amino acid transport and metabolism	NA	NA	Enolase-phosphatase E1 involved in merthionine salvage	COG4229
Amino acid transport and metabolism	NA	NA	Delta 1-pyrroline-5-carboxylate dehydrogenase	COG4230
Amino acid transport and metabolism	NA	NA	ABC-type polar amino acid transport system, ATPase component	COG1126
Amino acid transport and metabolism	NA	NA	Peptidase E	COG3340
Amino acid transport and metabolism	Methionine biosynthesis	NA	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	COG2873
Amino acid transport and metabolism	NA	NA	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	COG1506
Amino acid transport and metabolism	Methionine biosynthesis	NA	Methionine synthase I, cobalamin-binding domain	COG1410
Amino acid transport and metabolism	NA	NA	ABC-type amino acid transport system, permease component	COG4597
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	Phosphoribosylanthranilate isomerase	COG0135
Amino acid transport and metabolism	NA	NA	Leucyl aminopeptidase (aminopeptidase T)	COG2309
Amino acid transport and metabolism	Arginine biosynthesis	NA	Argininosuccinate synthase	COG0137
Amino acid transport and metabolism	NA	NA	ABC-type methionine transport system, ATPase component	COG1135
Amino acid transport and metabolism	NA	NA	5-Methylthioribose/5-deoxyribose kinase, methionine salvage pathway	COG4857
Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis	NA	Acetolactate synthase, small subunit	COG0440
Amino acid transport and metabolism	NA	NA	Pyruvoyl-dependent arginine decarboxylase	COG1945
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	Anthranilate phosphoribosyltransferase, glycosyltransferase domain	COG0547
Amino acid transport and metabolism	NA	NA	Branched-chain amino acid ABC-type transport system, permease component	COG0559
Amino acid transport and metabolism	Lysine biosynthesis	NA	Saccharopine dehydrogenase, NADP-dependent	COG1748
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	Chorismate mutase	COG1605
Amino acid transport and metabolism	Lysine biosynthesis	NA	Diaminopimelate epimerase	COG0253
Amino acid transport and metabolism	NA	NA	Gamma-glutamyltranspeptidase	COG0405
Amino acid transport and metabolism	Cysteine biosynthesis	NA	Cysteine synthase	COG0031
Amino acid transport and metabolism; Coenzyme transport and metabolism	Aromatic amino acid biosynthesis	NA	Anthranilate/para-aminobenzoate synthases component I	COG0147
Amino acid transport and metabolism	NA	NA	ABC-type arginine/histidine transport system, permease component	COG4160
Amino acid transport and metabolism	NA	NA	Predicted N-formylglutamate amidohydrolase	COG3931
Amino acid transport and metabolism; Nucleotide transport and metabolism	Serine biosynthesis	NA	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	COG0075
Amino acid transport and metabolism	NA	NA	Branched-chain amino acid permease	COG1114
Amino acid transport and metabolism	NA	NA	Protease II	COG1770
Amino acid transport and metabolism	Pantothenate/CoA biosynthesis	NA	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	COG0076
Amino acid transport and metabolism	NA	NA	Arginine/ornithine N-succinyltransferase beta subunit	COG3138
Amino acid transport and metabolism; General function prediction only	Non-phosphorylated Entner-Doudoroff pathway	NA	Threonine dehydrogenase or related Zn-dependent dehydrogenase	COG1063
Amino acid transport and metabolism; Transcription	NA	NA	Transcriptional regulator MetJ (met regulon)	COG3060
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	Archaeal shikimate kinase	COG1685
Amino acid transport and metabolism; Inorganic ion transport and metabolism	NA	NA	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG0601
Amino acid transport and metabolism	NA	NA	ABC-type arginine transport system, ATPase component	COG4161
Amino acid transport and metabolism	NA	NA	ABC-type histidine transport system, ATPase component	COG4598
Amino acid transport and metabolism	NA	NA	ABC-type amino acid transport system, permease component	COG0765
Amino acid transport and metabolism	Lysine biosynthesis	NA	Aspartate-semialdehyde dehydrogenase	COG0136
Amino acid transport and metabolism	NA	NA	Glycine cleavage system regulator GcvR	COG2716
Amino acid transport and metabolism	NA	NA	Tryptophan 2,3-dioxygenase (vermilion)	COG3483
Amino acid transport and metabolism	NA	NA	Arginine deiminase	COG2235
Amino acid transport and metabolism	NA	NA	Arginine/lysine/ornithine decarboxylase	COG1982
Amino acid transport and metabolism	Arginine biosynthesis	NA	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	COG4992
Amino acid transport and metabolism; Carbohydrate transport and metabolism; Inorganic ion transport and metabolism; General function prediction only	NA	NA	MFS family permease, includes anhydromuropeptide permease AmpG	COG0477
Amino acid transport and metabolism	Methionine biosynthesis	NA	Homoserine O-acetyltransferase	COG2021
Amino acid transport and metabolism; Translation, ribosomal structure and biogenesis	NA	NA	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	COG0252
Amino acid transport and metabolism	Urea cycle	NA	Alanine dehydrogenase (includes sporulation protein SpoVN)	COG0686
Amino acid transport and metabolism	NA	NA	Dipeptidase	COG4690
Amino acid transport and metabolism	NA	NA	Monoamine oxidase	COG1231
Amino acid transport and metabolism	NA	NA	Aminopeptidase N, contains DUF3458 domain	COG0308
Amino acid transport and metabolism	NA	NA	Ethanolamine ammonia-lyase, small subunit	COG4302
Amino acid transport and metabolism	NA	NA	Predicted amino acid racemase	COG3457
Amino acid transport and metabolism	Histidine biosynthesis	NA	Phosphoribosyl-ATP pyrophosphohydrolase	COG0140
Amino acid transport and metabolism	NA	NA	N-formylglutamate amidohydrolase	COG3741
Amino acid transport and metabolism; Coenzyme transport and metabolism	Isoleucine, leucine, valine biosynthesis	NA	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	COG0115
Amino acid transport and metabolism	NA	NA	L-asparagine transporter or related permease	COG1113
Amino acid transport and metabolism	NA	NA	Amino acid permease	COG0833
Amino acid transport and metabolism	NA	NA	Di- or tripeptidase	COG2195
Amino acid transport and metabolism	Urea cycle	NA	Arginase/agmatinase family enzyme	COG0010
Amino acid transport and metabolism	NA	NA	Agmatine/peptidylarginine deiminase	COG2957
Amino acid transport and metabolism	Glutamine biosynthesis	NA	Glutamate synthase domain 3	COG0070
Amino acid transport and metabolism	NA	NA	Urea transporter	COG4413
Amino acid transport and metabolism	NA	NA	Alanine-alpha-ketoisovalerate (or valine-pyruvate) aminotransferase	COG3977
Amino acid transport and metabolism	NA	NA	5,10-methylenetetrahydrofolate reductase	COG0685
Amino acid transport and metabolism	NA	NA	Amino acid permease	COG0814
Amino acid transport and metabolism	NA	NA	Asp/Glu/hydantoin racemase	COG4126
Amino acid transport and metabolism	NA	NA	Na+/alanine symporter	COG1115
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	NA	3-dehydroquinate dehydratase	COG0757
Amino acid transport and metabolism	NA	NA	Small neutral amino acid transporter SnatA, MarC family	COG2095
Amino acid transport and metabolism	Glycine cleavage	NA	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	COG0403
Amino acid transport and metabolism	NA	NA	Ethanolamine utilization protein EutJ, possible chaperonin	COG4820
Amino acid transport and metabolism; Cell wall/membrane/envelope biogenesis	Lysine biosynthesis	NA	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	COG0329
Amino acid transport and metabolism	NA	NA	5-oxoprolinase subunit C/Allophanate hydrolase subunit 2	COG1984
Amino acid transport and metabolism	Threonine biosynthesis	NA	Homoserine kinase	COG0083
Amino acid transport and metabolism	NA	NA	Phenylalanine-4-hydroxylase	COG3186
Amino acid transport and metabolism	NA	NA	Aspartyl aminopeptidase	COG1362
Amino acid transport and metabolism	NA	NA	Ethanolamine utilization protein EutL, microcompartment shell protein	COG4816
Amino acid transport and metabolism	NA	NA	ABC-type proline/glycine betaine transport system, ATPase component	COG1125
Amino acid transport and metabolism	Asparagine biosynthesis	NA	Asparagine synthetase B (glutamine-hydrolyzing)	COG0367
Amino acid transport and metabolism	NA	NA	Urease gamma subunit	COG0831
Amino acid transport and metabolism	NA	NA	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	COG1104
Amino acid transport and metabolism	NA	NA	Anaerobic glycerol-3-phosphate dehydrogenase	COG3075
Amino acid transport and metabolism	NA	NA	Tryptophanase	COG3033
Amino acid transport and metabolism	NA	NA	Aminopeptidase C	COG3579
Amino acid transport and metabolism	NA	NA	Selenocysteine lyase/Cysteine desulfurase	COG0520
Amino acid transport and metabolism	NA	NA	ABC-type oligopeptide transport system, ATPase component	COG4608
Amino acid transport and metabolism	NA	NA	Urease alpha subunit	COG0804
Amino acid transport and metabolism; Inorganic ion transport and metabolism	NA	NA	Sulfate transporter CysZ	COG2981
Nucleotide transport and metabolism	Purine biosynthesis	NA	Archaeal IMP cyclohydrolase	COG3363
Nucleotide transport and metabolism	NA	NA	dGTP triphosphohydrolase	COG0232
Nucleotide transport and metabolism	Purine biosynthesis	NA	Glutamine phosphoribosylpyrophosphate amidotransferase	COG0034
Nucleotide transport and metabolism	NA	NA	Ureidoglycolate hydrolase (allantoin degradation)	COG3194
Nucleotide transport and metabolism	Purine biosynthesis	NA	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	COG0047
Nucleotide transport and metabolism	Thymidylate biosynthesis	NA	Anaerobic ribonucleoside-triphosphate reductase	COG1328
Nucleotide transport and metabolism	Purine biosynthesis	NA	Adenylosuccinate synthase	COG0104
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Adenylate kinase or related kinase	COG0563
Nucleotide transport and metabolism	NA	NA	5'-3' exoribonuclease TrpH/YciV (RNase AM), contains PHP domain	COG0613
Nucleotide transport and metabolism	Purine salvage	NA	Purine nucleoside phosphorylase	COG0005
Nucleotide transport and metabolism	Purine biosynthesis	NA	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	COG0299
Nucleotide transport and metabolism	NA	NA	Xanthine dehydrogenase, molybdopterin-binding subunit XdhB	COG4631
Nucleotide transport and metabolism; General function prediction only	Pyrimidine salvage	NA	Cytosine/adenosine deaminase or related metal-dependent hydrolase	COG0402
Nucleotide transport and metabolism	Purine biosynthesis	NA	Phosphoribosylamine-glycine ligase	COG0151
Nucleotide transport and metabolism; Signal transduction mechanisms	NA	NA	Exopolyphosphatase/pppGpp-phosphohydrolase	COG0248
Nucleotide transport and metabolism	NA	NA	Broad-specificity NMP kinase	COG1936
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Inosine-uridine nucleoside N-ribohydrolase	COG1957
Nucleotide transport and metabolism	Purine biosynthesis	NA	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	COG0041
Nucleotide transport and metabolism	NA	NA	Nucleoside-triphosphatase THEP1	COG1618
Nucleotide transport and metabolism; Coenzyme transport and metabolism	NA	NA	Cytosine/uracil/thiamine/allantoin permease	COG1953
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Dihydroorotase	COG0418
Nucleotide transport and metabolism; Translation, ribosomal structure and biogenesis	NA	NA	ECF-type transporter of queuosine precursor, membrane (S) component	COG4708
Nucleotide transport and metabolism	NA	NA	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	COG1146
Nucleotide transport and metabolism	Pyrimidine degradation	NA	Xanthine/uracil permease	COG2233
Nucleotide transport and metabolism	NA	NA	Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family	COG1611
Nucleotide transport and metabolism	NA	NA	Guanyl-specific ribonuclease Sa	COG4290
Nucleotide transport and metabolism	Histidine biosynthesis, Purine biosynthesis	NA	Phosphoribosylpyrophosphate synthetase	COG0462
Nucleotide transport and metabolism	Thymidylate biosynthesis	NA	Thymidylate synthase ThyX, FAD-dependent family	COG1351
Nucleotide transport and metabolism	NA	NA	Nucleoside diphosphatase, GDA1/CD39 family	COG5371
Nucleotide transport and metabolism	NA	NA	NADH pyrophosphatase NudC, Nudix superfamily	COG2816
Nucleotide transport and metabolism; General function prediction only	NA	NA	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	COG0537
Nucleotide transport and metabolism	NA	NA	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase	COG4027
Nucleotide transport and metabolism	NA	NA	Cytidylate kinase	COG0283
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	CTP synthase (UTP-ammonia lyase)	COG0504
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Uridylate kinase	COG0528
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Ribonucleotide reductase beta subunit, ferritin-like domain	COG0208
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Aspartate carbamoyltransferase, catalytic subunit	COG0540
Nucleotide transport and metabolism	NA	NA	Deoxyribose-phosphate aldolase	COG0274
Nucleotide transport and metabolism	Thymidylate biosynthesis	NA	dCTP deaminase	COG0717
Nucleotide transport and metabolism	NA	NA	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	COG0063
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Thymidine phosphorylase	COG0213
Nucleotide transport and metabolism; Signal transduction mechanisms	NA	NA	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	COG0618
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Nucleoside diphosphate kinase	COG0105
Nucleotide transport and metabolism	Purine biosynthesis	NA	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase (purine biosynthesis)	COG1759
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Pyrimidine operon attenuation protein PyrR/uracil phosphoribosyltransferase	COG2065
Nucleotide transport and metabolism	NA	NA	Pyrimidine/purine nucleoside phosphorylase YaiE/PpnP, UPF0345/DUF1255 family	COG3123
Nucleotide transport and metabolism	NA	NA	Adenosine/AMP kinase	COG1839
Nucleotide transport and metabolism	Thymidylate biosynthesis	NA	Thymidylate synthase	COG0207
Nucleotide transport and metabolism	NA	NA	Formyltetrahydrofolate synthetase	COG2759
Nucleotide transport and metabolism	NA	NA	5'(3')-deoxyribonucleotidase	COG4502
Nucleotide transport and metabolism	Purine biosynthesis	NA	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	COG0026
Nucleotide transport and metabolism; Defense mechanisms	NA	NA	N-hydroxylaminopurine reductase YiiM, contains MOSC domain	COG2258
Nucleotide transport and metabolism	Purine biosynthesis	NA	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	COG0027
Nucleotide transport and metabolism	Thymidylate biosynthesis	NA	Thymidylate kinase	COG0125
Nucleotide transport and metabolism	Purine biosynthesis	NA	Phosphoribosylaminoimidazole (AIR) synthetase	COG0150
Nucleotide transport and metabolism	Purine biosynthesis	NA	Phosphoribosylaminoimidazole-succinocarboxamide synthase	COG0152
Nucleotide transport and metabolism	Riboflavin/FAD biosynthesis	NA	Archaeal GTP cyclohydrolase III	COG2429
Nucleotide transport and metabolism	NA	NA	NCAIR mutase (PurE)-related protein	COG1691
Nucleotide transport and metabolism	NA	NA	Aspartate carbamoyltransferase, regulatory subunit	COG1781
Nucleotide transport and metabolism	NA	NA	ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)	COG4360
Nucleotide transport and metabolism	NA	NA	Purine-cytosine permease or related protein	COG1457
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Thymidine kinase	COG1435
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Dihydroorotase or related cyclic amidohydrolase	COG0044
Nucleotide transport and metabolism	NA	NA	Deoxyadenosine/deoxycytidine kinase	COG1428
Nucleotide transport and metabolism	Purine biosynthesis	NA	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	COG0046
Nucleotide transport and metabolism	NA	NA	Purine nucleoside permease	COG5042
Nucleotide transport and metabolism	NA	NA	Ureidoglycine aminohydrolase	COG3257
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Orotate phosphoribosyltransferase	COG0461
Nucleotide transport and metabolism	NA	NA	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	COG0127
Nucleotide transport and metabolism	NA	NA	ADP-ribose pyrophosphatase YjhB, NUDIX family	COG1051
Nucleotide transport and metabolism; General function prediction only	NA	NA	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases	COG1896
Nucleotide transport and metabolism	Purine biosynthesis	NA	AICAR transformylase/IMP cyclohydrolase PurH	COG0138
Nucleotide transport and metabolism	NA	NA	Ribonucleotide monophosphatase NagD, HAD superfamily	COG0647
Nucleotide transport and metabolism; Coenzyme transport and metabolism	Menaquinone biosynthesis	NA	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB	COG0775
Nucleotide transport and metabolism	Purine biosynthesis	NA	IMP dehydrogenase/GMP reductase	COG0516
Nucleotide transport and metabolism	NA	NA	5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family	COG2351
Nucleotide transport and metabolism	NA	NA	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	COG0062
Nucleotide transport and metabolism	NA	NA	Deoxycytidylate deaminase	COG2131
Nucleotide transport and metabolism	NA	NA	Xanthosine utilization system component, XapX domain	COG4317
Nucleotide transport and metabolism	NA	NA	Pseudouridine-5'-phosphate glycosidase (pseudoU degradation)	COG2313
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Ribonucleotide reductase alpha subunit	COG0209
Nucleotide transport and metabolism	NA	NA	Orotate phosphoribosyltransferase homolog	COG0856
Nucleotide transport and metabolism	NA	NA	NTP pyrophosphatase, MazG superfamily	COG4696
Nucleotide transport and metabolism	Purine biosynthesis	NA	GMP synthase, PP-ATPase domain/subunit	COG0519
Nucleotide transport and metabolism	Purine salvage	NA	Purine-nucleoside phosphorylase	COG0813
Nucleotide transport and metabolism; Signal transduction mechanisms	NA	NA	ppGpp synthetase catalytic domain (RelA/SpoT-type nucleotidyltranferase)	COG2357
Nucleotide transport and metabolism	Purine salvage	NA	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	COG0503
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Dihydroorotate dehydrogenase	COG0167
Nucleotide transport and metabolism; General function prediction only	NA	NA	Predicted NTP pyrophosphohydrolase, NUDIX family	COG4119
Nucleotide transport and metabolism; Defense mechanisms	NA	NA	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	COG0737
Nucleotide transport and metabolism	Purine biosynthesis	NA	GMP synthase, glutamine amidotransferase domain	COG0518
Nucleotide transport and metabolism	NA	NA	Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase	COG4741
Nucleotide transport and metabolism; Defense mechanisms	Thymidylate biosynthesis	NA	dUTP pyrophosphatase (dUTPase)	COG0756
Nucleotide transport and metabolism	NA	NA	Guanylate kinase	COG0194
Nucleotide transport and metabolism	NA	NA	Allantoicase	COG4266
Nucleotide transport and metabolism	NA	NA	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation)	COG3195
Nucleotide transport and metabolism	NA	NA	Cytidylate kinase	COG1102
Nucleotide transport and metabolism	Purine salvage	NA	Hypoxanthine-guanine phosphoribosyltransferase	COG0634
Nucleotide transport and metabolism; Replication, recombination and repair	NA	NA	Predicted metal-binding protein, contains two cysteine clusters, UPF0179 family	COG1860
Nucleotide transport and metabolism	NA	NA	Archaeal adenylate kinase	COG2019
Nucleotide transport and metabolism; Cell wall/membrane/envelope biogenesis	NA	NA	Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation	COG1286
Nucleotide transport and metabolism	Purine biosynthesis	NA	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS subunit	COG1828
Nucleotide transport and metabolism	NA	NA	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ	COG1079
Nucleotide transport and metabolism	NA	NA	Adenine deaminase	COG1001
Nucleotide transport and metabolism	Purine biosynthesis	NA	Formyltetrahydrofolate hydrolase	COG0788
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Uracil phosphoribosyltransferase	COG0035
Nucleotide transport and metabolism	NA	NA	Uncharacterized conserved protein	COG4855
Nucleotide transport and metabolism; Defense mechanisms	NA	NA	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain	COG3217
Nucleotide transport and metabolism	NA	NA	Flavodoxin NrdI, NrdF-interacting activator of class Ib ribonucleotide reductase	COG1780
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Uridine kinase	COG0572
Nucleotide transport and metabolism	Thymidylate biosynthesis	NA	Dimeric dUTPase, all-alpha-NTP-PPase (MazG) superfamily	COG4508
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Cytidine deaminase	COG0295
Nucleotide transport and metabolism	Pyrimidine biosynthesis	NA	Orotidine-5'-phosphate decarboxylase	COG0284
Nucleotide transport and metabolism; Inorganic ion transport and metabolism	Cysteine biosynthesis	NA	Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases	COG0369
Nucleotide transport and metabolism	Menaquinone biosynthesis	NA	Adenosine deaminase	COG1816
Nucleotide transport and metabolism	NA	NA	DNA/RNA endonuclease G, NUC1	COG1864
Nucleotide transport and metabolism	Purine biosynthesis	NA	Adenylosuccinate lyase	COG0015
Nucleotide transport and metabolism	NA	NA	Xanthine dehydrogenase, Fe-S cluster and FAD-binding subunit XdhA	COG4630
Nucleotide transport and metabolism	NA	NA	ABC-type guanosine uptake system NupNOPQ, ATPase component NupO	COG3845
Nucleotide transport and metabolism	NA	NA	Nucleoside permease NupC	COG1972
Nucleotide transport and metabolism	Pyrimidine salvage	NA	Uridine phosphorylase	COG2820
Nucleotide transport and metabolism; Defense mechanisms	NA	NA	Non-canonical (house-cleaning) NTP pyrophosphatase, all-alpha NTP-PPase family	COG1986
Nucleotide transport and metabolism	NA	NA	NAD kinase	COG3199
Nucleotide transport and metabolism	NA	NA	ABC-type guanosine uptake system NupNOPQ, permease component NupP	COG4603
Nucleotide transport and metabolism	NA	NA	Nucleoside 2-deoxyribosyltransferase	COG3613
Nucleotide transport and metabolism	NA	NA	Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family	COG2252
Carbohydrate transport and metabolism	NA	NA	Phosphotransferase system IIB components	COG1264
Carbohydrate transport and metabolism	NA	NA	Galactose-1-phosphate uridylyltransferase	COG1085
Carbohydrate transport and metabolism	NA	NA	Polygalacturonase	COG5434
Carbohydrate transport and metabolism	Glycolysis	NA	Phosphoglycerate mutase (BPG-dependent)	COG0588
Carbohydrate transport and metabolism	NA	NA	Predicted arabinose efflux permease AraJ, MFS family	COG2814
Carbohydrate transport and metabolism; Cell wall/membrane/envelope biogenesis	NA	NA	Membrane glycosyltransferase	COG2943
Carbohydrate transport and metabolism	NA	NA	Glucuronate isomerase	COG1904
Carbohydrate transport and metabolism	NA	NA	ABC-type sugar transport system, ATPase component	COG1129
Carbohydrate transport and metabolism	NA	NA	Kojibiose phosphorylase YcjT	COG1554
Carbohydrate transport and metabolism	Glycolysis	NA	Glucokinase	COG0837
Carbohydrate transport and metabolism	Non-phosphorylated Entner-Doudoroff pathway	NA	Glycerate-2-kinase	COG2379
Carbohydrate transport and metabolism	NA	NA	Fucose 4-O-acetylase or related acetyltransferase	COG3594
Carbohydrate transport and metabolism	NA	NA	Beta-L-arabinofuranosidase, GH127 family	COG3533
Carbohydrate transport and metabolism	NA	NA	Alpha-amylase/alpha-mannosidase, GH57 family	COG1449
Carbohydrate transport and metabolism	NA	NA	6-phosphogluconate dehydrogenase (decarboxylating)	COG1023
