level1	level2	level3	Name	gene_family
NA	NA	NA	TolB protein	K03641
NA	NA	NA	peptidoglycan lytic transglycosylase [EC:4.2.2.29]	K03642
NA	NA	NA	LPS-assembly lipoprotein	K03643
Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	lipoyl synthase [EC:2.8.1.8]	K03644
NA	NA	NA	negative modulator of initiation of replication	K03645
NA	NA	NA	colicin import membrane protein	K03646
NA	NA	NA	protein involved in ribonucleotide reduction	K03647
NA	NA	NA	uracil-DNA glycosylase [EC:3.2.2.27]	K03648
NA	NA	NA	double-stranded uracil-DNA glycosylase [EC:3.2.2.28]	K03649
NA	NA	NA	tRNA modification GTPase [EC:3.6.-.-]	K03650
Metabolism	Nucleotide metabolism	Purine metabolism	3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]	K03651
NA	NA	NA	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	K03652
NA	NA	NA	N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	K03653
NA	NA	NA	ATP-dependent DNA helicase RecQ [EC:5.6.2.4]	K03654
NA	NA	NA	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	K03655
NA	NA	NA	ATP-dependent DNA helicase Rep [EC:5.6.2.4]	K03656
NA	NA	NA	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	K03657
NA	NA	NA	DNA helicase IV [EC:5.6.2.4]	K03658
NA	NA	NA	N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	K03660
Metabolism	Energy metabolism	Oxidative phosphorylation	V-type H+-transporting ATPase 21kDa proteolipid subunit	K03661
Metabolism	Energy metabolism	Oxidative phosphorylation	V-type H+-transporting ATPase S1 subunit	K03662
NA	NA	NA	SsrA-binding protein	K03664
NA	NA	NA	GTPase	K03665
NA	NA	NA	host factor-I protein	K03666
NA	NA	NA	ATP-dependent HslUV protease ATP-binding subunit HslU	K03667
NA	NA	NA	heat shock protein HslJ	K03668
NA	NA	NA	membrane glycosyltransferase [EC:2.4.1.-]	K03669
NA	NA	NA	periplasmic glucans biosynthesis protein	K03670
NA	NA	NA	thioredoxin	K03671
NA	NA	NA	thioredoxin 2 [EC:1.8.1.8]	K03672
NA	NA	NA	protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15]	K03673
NA	NA	NA	glutaredoxin 1	K03674
NA	NA	NA	glutaredoxin 2	K03675
NA	NA	NA	glutaredoxin 3	K03676
NA	NA	NA	exosome complex component RRP45	K03678
NA	NA	NA	exosome complex component RRP4	K03679
NA	NA	NA	translation initiation factor eIF-2B subunit delta	K03680
NA	NA	NA	exosome complex component RRP40	K03681
NA	NA	NA	ribonuclease T [EC:3.1.13.-]	K03683
NA	NA	NA	ribonuclease D [EC:3.1.13.5]	K03684
NA	NA	NA	ribonuclease III [EC:3.1.26.3]	K03685
NA	NA	NA	molecular chaperone DnaJ	K03686
NA	NA	NA	molecular chaperone GrpE	K03687
NA	NA	NA	ubiquinone biosynthesis protein	K03688
Metabolism	Energy metabolism	Photosynthesis	cytochrome b6-f complex subunit 8	K03689
NA	NA	NA	ubiquinone biosynthesis accessory factor UbiJ	K03690
Metabolism	Glycan biosynthesis and metabolism	Other types of O-glycan biosynthesis	peptide-O-fucosyltransferase [EC:2.4.1.221]	K03691
NA	NA	NA	glucosylglycerol-phosphate synthase [EC:2.4.1.213]	K03692
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	penicillin-binding protein 1B	K03693
NA	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpA	K03694
NA	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpB	K03695
NA	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpC	K03696
NA	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpE	K03697
NA	NA	NA	3'-5' exoribonuclease [EC:3.1.-.-]	K03698
NA	NA	NA	magnesium and cobalt exporter, CNNM family	K03699
NA	NA	NA	recombination protein U	K03700
NA	NA	NA	excinuclease ABC subunit A	K03701
NA	NA	NA	excinuclease ABC subunit B	K03702
NA	NA	NA	excinuclease ABC subunit C	K03703
NA	NA	NA	cold shock protein	K03704
NA	NA	NA	heat-inducible transcriptional repressor	K03705
NA	NA	NA	transcriptional pleiotropic repressor	K03706
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	K03707
NA	NA	NA	transcriptional regulator of stress and heat shock response	K03708
NA	NA	NA	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	K03709
NA	NA	NA	GntR family transcriptional regulator	K03710
NA	NA	NA	Fur family transcriptional regulator, ferric uptake regulator	K03711
NA	NA	NA	MarR family transcriptional regulator, multiple antibiotic resistance protein MarR	K03712
NA	NA	NA	MerR family transcriptional regulator, glutamine synthetase repressor	K03713
Metabolism	Glycan biosynthesis and metabolism	Various types of N-glycan biosynthesis	glycoprotein 2-beta-D-xylosyltransferase [EC:2.4.2.38]	K03714
Metabolism	Lipid metabolism	Glycerolipid metabolism	1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]	K03715
NA	NA	NA	spore photoproduct lyase [EC:4.1.99.14]	K03716
NA	NA	NA	LysR family transcriptional regulator, transcriptional activator of nhaA	K03717
NA	NA	NA	Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA	K03718
NA	NA	NA	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	K03719
NA	NA	NA	TrpR family transcriptional regulator, trp operon repressor	K03720
NA	NA	NA	transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport	K03721
NA	NA	NA	ATP-dependent DNA helicase DinG [EC:5.6.2.3]	K03722
NA	NA	NA	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]	K03723
NA	NA	NA	ATP-dependent helicase Lhr and Lhr-like helicase [EC:5.6.2.6 5.6.2.4]	K03724
NA	NA	NA	putative ATP-dependent RNA helicase [EC:5.6.2.-]	K03725
NA	NA	NA	ATP-dependent DNA helicase [EC:5.6.2.4]	K03726
NA	NA	NA	ATP-dependent RNA helicase HelY [EC:5.6.2.6]	K03727
NA	NA	NA	trehalose 6-phosphate phosphorylase [EC:2.4.1.216]	K03731
NA	NA	NA	ATP-dependent RNA helicase RhlB [EC:5.6.2.7]	K03732
NA	NA	NA	integrase/recombinase XerC	K03733
NA	NA	NA	FAD:protein FMN transferase [EC:2.7.1.180]	K03734
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]	K03735
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]	K03736
Metabolism	Carbohydrate metabolism; Energy metabolism	Butanoate metabolism; Citrate cycle (TCA cycle); Glycolysis / Gluconeogenesis; Pyruvate metabolism; Carbon fixation pathways in prokaryotes	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	K03737
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	K03738
Metabolism	Glycan biosynthesis and metabolism	Teichoic acid biosynthesis	membrane protein involved in D-alanine export	K03739
Metabolism	Glycan biosynthesis and metabolism	Teichoic acid biosynthesis	D-alanine transfer protein	K03740
NA	NA	NA	arsenate reductase (thioredoxin) [EC:1.20.4.4]	K03741
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	nicotinamide-nucleotide amidase [EC:3.5.1.42]	K03742
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	nicotinamide-nucleotide amidase [EC:3.5.1.42]	K03743
Removed Ortholog	NA	NA	LemA protein	K03744
Removed Ortholog	NA	NA	SlyX protein	K03745
NA	NA	NA	DNA-binding protein H-NS	K03746
Removed Ortholog	NA	NA	Smg protein	K03747
Removed Ortholog	NA	NA	SanA protein	K03748
Removed Ortholog	NA	NA	DedD protein	K03749
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	molybdopterin molybdotransferase [EC:2.10.1.1]	K03750
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	K03752
NA	NA	NA	molybdopterin-guanine dinucleotide biosynthesis adapter protein	K03753
NA	NA	NA	translation initiation factor eIF-2B subunit beta	K03754
NA	NA	NA	AraC family transcriptional regulator, transcriptional activator of adiA	K03755
NA	NA	NA	putrescine:ornithine antiporter	K03756
NA	NA	NA	cadaverine:lysine antiporter	K03757
NA	NA	NA	arginine:ornithine antiporter / lysine permease	K03758
NA	NA	NA	arginine:agmatine antiporter	K03759
Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	K03760
NA	NA	NA	MFS transporter, MHS family, alpha-ketoglutarate permease	K03761
NA	NA	NA	MFS transporter, MHS family, proline/betaine transporter	K03762
NA	NA	NA	DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	K03763
NA	NA	NA	MetJ family transcriptional regulator, methionine regulon repressor	K03764
NA	NA	NA	transcriptional activator of cad operon	K03765
NA	NA	NA	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	K03767
NA	NA	NA	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	K03768
NA	NA	NA	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	K03769
NA	NA	NA	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	K03770
NA	NA	NA	peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	K03771
NA	NA	NA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	K03772
NA	NA	NA	FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]	K03773
NA	NA	NA	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]	K03774
NA	NA	NA	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	K03775
NA	NA	NA	aerotaxis receptor	K03776
Metabolism	Carbohydrate metabolism	Pyruvate metabolism	D-lactate dehydrogenase (quinone) [EC:1.1.5.12]	K03777
Metabolism	Carbohydrate metabolism	Pyruvate metabolism	D-lactate dehydrogenase [EC:1.1.1.28]	K03778
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	K03779
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	K03780
Metabolism	Amino acid metabolism; Carbohydrate metabolism	Tryptophan metabolism; Glyoxylate and dicarboxylate metabolism	catalase [EC:1.11.1.6]	K03781
Metabolism	Amino acid metabolism; Biosynthesis of other secondary metabolites; Xenobiotics biodegradation and metabolism	Phenylalanine metabolism; Tryptophan metabolism; Phenylpropanoid biosynthesis; Drug metabolism - other enzymes	catalase-peroxidase [EC:1.11.1.21]	K03782
Metabolism	Metabolism of cofactors and vitamins; Nucleotide metabolism	Nicotinate and nicotinamide metabolism; Purine metabolism	purine-nucleoside phosphorylase [EC:2.4.2.1]	K03783
Metabolism	Metabolism of cofactors and vitamins; Nucleotide metabolism	Nicotinate and nicotinamide metabolism; Purine metabolism	purine-nucleoside phosphorylase [EC:2.4.2.1]	K03784
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	3-dehydroquinate dehydratase I [EC:4.2.1.10]	K03785
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	3-dehydroquinate dehydratase II [EC:4.2.1.10]	K03786
Metabolism	Metabolism of cofactors and vitamins; Nucleotide metabolism	Nicotinate and nicotinamide metabolism; Purine metabolism; Pyrimidine metabolism	5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]	K03787
Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism	acid phosphatase (class B) [EC:3.1.3.2]	K03788
NA	NA	NA	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	K03789
NA	NA	NA	[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	K03790
Removed Ortholog	NA	NA	putative chitinase	K03791
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	pteridine reductase [EC:1.5.1.33]	K03793
Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	sirohydrochlorin ferrochelatase [EC:4.99.1.4]	K03794
Metabolism	Metabolism of cofactors and vitamins	Porphyrin metabolism	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	K03795
Removed Ortholog	NA	NA	Bax protein	K03796
NA	NA	NA	carboxyl-terminal processing protease [EC:3.4.21.102]	K03797
NA	NA	NA	cell division protease FtsH [EC:3.4.24.-]	K03798
NA	NA	NA	heat shock protein HtpX [EC:3.4.24.-]	K03799
Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	lipoate---protein ligase [EC:6.3.1.20]	K03800
Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	lipoyl(octanoyl) transferase [EC:2.3.1.181]	K03801
NA	NA	NA	cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	K03802
NA	NA	NA	sigma-E factor negative regulatory protein RseC	K03803
NA	NA	NA	chromosome partition protein MukE	K03804
NA	NA	NA	thiol:disulfide interchange protein DsbG	K03805
NA	NA	NA	N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]	K03806
NA	NA	NA	AmpE protein	K03807
Removed Ortholog	NA	NA	paraquat-inducible protein A	K03808
Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	K03809
Removed Ortholog	NA	NA	virulence factor	K03810
NA	NA	NA	nicotinamide mononucleotide transporter	K03811
NA	NA	NA	ribosome modulation factor	K03812
NA	NA	NA	molybdenum transport protein [EC:2.4.2.-]	K03813
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	monofunctional glycosyltransferase [EC:2.4.99.28]	K03814
Removed Ortholog	NA	NA	xanthosine phosphorylase [EC:2.4.2.-]	K03815
Metabolism	Nucleotide metabolism	Purine metabolism	xanthine phosphoribosyltransferase [EC:2.4.2.22]	K03816
NA	NA	NA	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	K03817
Metabolism	Glycan biosynthesis and metabolism	Exopolysaccharide biosynthesis	putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]	K03818
Metabolism	Glycan biosynthesis and metabolism	Exopolysaccharide biosynthesis	putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]	K03819
NA	NA	NA	apolipoprotein N-acyltransferase [EC:2.3.1.269]	K03820
Metabolism	Carbohydrate metabolism	Butanoate metabolism	poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]	K03821
NA	NA	NA	putative long chain acyl-CoA synthase [EC:6.2.1.-]	K03822
Metabolism	Metabolism of other amino acids	Phosphonate and phosphinate metabolism	phosphinothricin acetyltransferase [EC:2.3.1.183]	K03823
NA	NA	NA	putative acetyltransferase [EC:2.3.1.-]	K03824
Metabolism	Amino acid metabolism	Phenylalanine metabolism	L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]	K03825
NA	NA	NA	putative acetyltransferase [EC:2.3.1.-]	K03826
NA	NA	NA	putative acetyltransferase [EC:2.3.1.-]	K03827
NA	NA	NA	putative acetyltransferase [EC:2.3.1.-]	K03828
NA	NA	NA	putative acetyltransferase [EC:2.3.1.-]	K03829
NA	NA	NA	putative acetyltransferase [EC:2.3.1.-]	K03830
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	molybdopterin adenylyltransferase [EC:2.7.7.75]	K03831
NA	NA	NA	periplasmic protein TonB	K03832
NA	NA	NA	selenocysteine-specific elongation factor	K03833
NA	NA	NA	tyrosine-specific transport protein	K03834
NA	NA	NA	tryptophan-specific transport protein	K03835
NA	NA	NA	low affinity tryptophan permease	K03836
NA	NA	NA	serine transporter	K03837
NA	NA	NA	threonine transporter	K03838
NA	NA	NA	flavodoxin I	K03839
NA	NA	NA	flavodoxin II	K03840
Metabolism	Carbohydrate metabolism; Energy metabolism	Fructose and mannose metabolism; Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Carbon fixation in photosynthetic organisms; Methane metabolism	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	K03841
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis; Various types of N-glycan biosynthesis	beta-1,4-mannosyltransferase [EC:2.4.1.142]	K03842
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis; Various types of N-glycan biosynthesis	alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]	K03843
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis; Various types of N-glycan biosynthesis	alpha-1,2-mannosyltransferase [EC:2.4.1.131]	K03844
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis; Various types of N-glycan biosynthesis	alpha-1,3-mannosyltransferase [EC:2.4.1.258]	K03845
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis; Various types of N-glycan biosynthesis	alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]	K03846
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis; Various types of N-glycan biosynthesis	alpha-1,6-mannosyltransferase [EC:2.4.1.260]	K03847
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	alpha-1,3-glucosyltransferase [EC:2.4.1.267]	K03848
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	alpha-1,3-glucosyltransferase [EC:2.4.1.265]	K03849
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	alpha-1,2-glucosyltransferase [EC:2.4.1.256]	K03850
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism	taurine-pyruvate aminotransferase [EC:2.6.1.77]	K03851
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	K03852
NA	NA	NA	ferredoxin like protein	K03855
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	K03856
Metabolism	Glycan biosynthesis and metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	phosphatidylinositol N-acetylglucosaminyltransferase subunit A [EC:2.4.1.198]	K03857
Metabolism	Glycan biosynthesis and metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	phosphatidylinositol N-acetylglucosaminyltransferase subunit H	K03858
Metabolism	Glycan biosynthesis and metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	phosphatidylinositol N-acetylglucosaminyltransferase subunit C	K03859
Metabolism	Glycan biosynthesis and metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	K03860
Metabolism	Glycan biosynthesis and metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	phosphatidylinositol N-acetylglucosaminyltransferase subunit P	K03861
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	vanillate monooxygenase [EC:1.14.13.82]	K03862
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	vanillate monooxygenase ferredoxin subunit	K03863
NA	NA	NA	UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-]	K03867
NA	NA	NA	E3 ubiquitin-protein ligase RBX1 [EC:2.3.2.32]	K03868
NA	NA	NA	cullin 3	K03869
NA	NA	NA	cullin 2	K03870
NA	NA	NA	von Hippel-Lindau disease tumor supressor	K03871
NA	NA	NA	elongin-C	K03872
NA	NA	NA	elongin-B	K03873
NA	NA	NA	F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)	K03875
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2]	K03878
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2]	K03879
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2]	K03880
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2]	K03881
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2]	K03882
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	K03883
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]	K03884
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	K03885
Metabolism	Energy metabolism	Oxidative phosphorylation	quinol---cytochrome c reductase iron-sulfur subunit, bacillus type [EC:7.1.1.8]	K03886
Metabolism	Energy metabolism	Oxidative phosphorylation	quinol---cytochrome c reductase cytochrome b subunit, bacillus type [EC:7.1.1.8]	K03887
Metabolism	Energy metabolism	Oxidative phosphorylation	quinol---cytochrome c reductase cytochrome c subunit, bacillus type [EC:7.1.1.8]	K03888
Metabolism	Energy metabolism	Oxidative phosphorylation	quinol---cytochrome-c reductase cytochrome c subunit [EC:7.1.1.8]	K03889
Metabolism	Energy metabolism	Oxidative phosphorylation	quinol---cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	K03890
Metabolism	Energy metabolism	Oxidative phosphorylation	quinol---cytochrome-c reductase cytochrome b subunit [EC:7.1.1.8]	K03891
NA	NA	NA	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	K03892
NA	NA	NA	arsenical pump membrane protein	K03893
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various other secondary metabolites	N2-citryl-N6-acetyl-N6-hydroxylysine synthase [EC:6.3.2.38]	K03894
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various other secondary metabolites	aerobactin synthase [EC:6.3.2.39]	K03895
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various other secondary metabolites	acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]	K03896
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various other secondary metabolites	lysine N6-hydroxylase [EC:1.14.13.59]	K03897
NA	NA	NA	tissue factor pathway inhibitor	K03909
NA	NA	NA	protein C inhibitor	K03913
NA	NA	NA	L-lysine 6-transaminase [EC:2.6.1.36]	K03918
NA	NA	NA	DNA oxidative demethylase [EC:1.14.11.33]	K03919
Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids; Fatty acid biosynthesis	acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	K03921
Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids; Fatty acid biosynthesis	acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]	K03922
NA	NA	NA	NADPH dehydrogenase (quinone) [EC:1.6.5.10]	K03923
NA	NA	NA	MoxR-like ATPase [EC:3.6.3.-]	K03924
NA	NA	NA	transcriptional regulator MraZ	K03925
NA	NA	NA	periplasmic divalent cation tolerance protein	K03926
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes	carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]	K03927
NA	NA	NA	carboxylesterase [EC:3.1.1.1]	K03928
NA	NA	NA	para-nitrobenzyl esterase [EC:3.1.1.-]	K03929
NA	NA	NA	putative tributyrin esterase [EC:3.1.1.-]	K03930
NA	NA	NA	glucosidase [EC:3.2.1.-]	K03931
NA	NA	NA	polyhydroxybutyrate depolymerase	K03932
Removed Ortholog	NA	NA	chitin-binding protein	K03933
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2]	K03934
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2]	K03935
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2]	K03936
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) Fe-S protein 4	K03937
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) Fe-S protein 5	K03938
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) Fe-S protein 6	K03939
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2]	K03940
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2]	K03941
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2]	K03942
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]	K03943
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1	K03945
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 2	K03946
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4	K03948
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5	K03949
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6	K03950
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7	K03951
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8	K03952
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9	K03953
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10	K03954
Metabolism	Energy metabolism; Lipid metabolism	Oxidative phosphorylation; Fatty acid biosynthesis	NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein	K03955
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11	K03956
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 1	K03957
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 2	K03958
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3	K03959
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 4	K03960
Metabolism	Energy metabolism	Oxidative phosphorylation	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5	K03961
